persona_a,persona_b,pair_id,task_type,retain_mechanism,switch_condition,matched_control_condition,n_common_samples,primary_metric_name,primary_switch_value,primary_control_value,primary_gap_abs,scs_metric_name,scs_value,rai_metric_name,rai_value,switch_reaches_target_b,final_type_switch,target_persona_b
ESFP,ISFJ,ESFP_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7386,0.7472,0.0086,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0651,,,
ESFP,ISFJ,ESFP_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.5667,0.0333,scs_lexical_similarity_to_matched_b_control,0.5368,rai_lexical_gap,-0.1156,,,
ESFP,ISFJ,ESFP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.6667,0.0666,scs_lexical_similarity_to_matched_b_control,0.4724,rai_lexical_gap,-0.0508,,,
ESFP,ENTJ,ESFP_to_ENTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.6344,rai_item_agreement_gap,0.1398,False,ENTP,ENTJ
ESFP,ENTJ,ESFP_to_ENTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8495,rai_item_agreement_gap,-0.3226,True,ENTJ,ENTJ
ESFP,ENTJ,ESFP_to_ENTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7066,0.7413,0.0347,scs_predicted_agreement_with_matched_b_control,0.1,mean_rai_margin_a_minus_target,0.0133,,,
ESFP,ENTJ,ESFP_to_ENTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7197,0.6829,0.0368,scs_predicted_agreement_with_matched_b_control,0.5333,mean_rai_margin_a_minus_target,-0.0756,,,
ESFP,ENTJ,ESFP_to_ENTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.4806,rai_lexical_gap,-0.0147,,,
ESFP,ENTJ,ESFP_to_ENTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7667,0.7333,0.0334,scs_lexical_similarity_to_matched_b_control,0.482,rai_lexical_gap,-0.0381,,,
ESFP,ENTP,ESFP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.043,True,ENTP,ENTP
ESFP,ENTP,ESFP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.2688,True,ENTP,ENTP
ESFP,ENTP,ESFP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6955,0.7165,0.021,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0327,,,
ESFP,ENTP,ESFP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6805,0.7022,0.0217,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.062,,,
ESFP,ENTP,ESFP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.4684,rai_lexical_gap,-0.0357,,,
ESFP,ENTP,ESFP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.4602,rai_lexical_gap,-0.0136,,,
ESFP,ESTP,ESFP_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.0323,False,ENTP,ESTP
ESFP,ESTP,ESFP_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9462,rai_item_agreement_gap,-0.2581,True,ESTP,ESTP
ESFP,ESTP,ESFP_to_ESTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6644,0.6872,0.0228,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,-0.0174,,,
ESFP,ESTP,ESFP_to_ESTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6206,0.6395,0.0189,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.027,,,
ESFP,ESTP,ESFP_to_ESTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6333,0.0333,scs_lexical_similarity_to_matched_b_control,0.5265,rai_lexical_gap,-0.0832,,,
ESFP,ESTP,ESFP_to_ESTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4792,rai_lexical_gap,-0.0202,,,
ESFP,ISTP,ESFP_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.25,1.0,0.75,scs_item_agreement_with_matched_b_control,0.4839,rai_item_agreement_gap,0.3548,False,EXXP,ISTP
ESFP,ISTP,ESFP_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.3763,True,ISTP,ISTP
ESFP,ISTP,ESFP_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6339,0.6857,0.0518,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.008,,,
ESFP,ISTP,ESFP_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6354,0.6581,0.0227,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0168,,,
ESFP,ISTP,ESFP_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.7,0.6667,0.0333,scs_lexical_similarity_to_matched_b_control,0.4914,rai_lexical_gap,-0.0457,,,
ESFP,ISTP,ESFP_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7667,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.5405,rai_lexical_gap,-0.0749,,,
ESFP,ISFP,ESFP_to_ISFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7419,rai_item_agreement_gap,0.1505,False,ENFP,ISFP
ESFP,ISFP,ESFP_to_ISFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.2473,False,INFP,ISFP
ESFP,ISFP,ESFP_to_ISFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.666,0.746,0.08,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.0233,,,
ESFP,ISFP,ESFP_to_ISFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7083,0.7373,0.029,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0236,,,
ESFP,ISFP,ESFP_to_ISFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4926,rai_lexical_gap,-0.0654,,,
ESFP,ISFP,ESFP_to_ISFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.4948,rai_lexical_gap,-0.0142,,,
ESFP,ENFP,ESFP_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.043,True,ENFP,ENFP
ESFP,ENFP,ESFP_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9785,rai_item_agreement_gap,-0.1183,True,ENFP,ENFP
ESFP,ENFP,ESFP_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6844,0.6953,0.0109,scs_predicted_agreement_with_matched_b_control,0.5333,mean_rai_margin_a_minus_target,-0.0116,,,
ESFP,ENFP,ESFP_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6647,0.6762,0.0115,scs_predicted_agreement_with_matched_b_control,0.5,mean_rai_margin_a_minus_target,-0.0255,,,
ESFP,ENFP,ESFP_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6667,0.0667,scs_lexical_similarity_to_matched_b_control,0.5438,rai_lexical_gap,-0.107,,,
ESFP,ENFP,ESFP_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7333,0.1,scs_lexical_similarity_to_matched_b_control,0.434,rai_lexical_gap,-0.0378,,,
ESFP,ISTJ,ESFP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.25,1.0,0.75,scs_item_agreement_with_matched_b_control,0.4086,rai_item_agreement_gap,0.3548,False,ESFP,ISTJ
ESFP,ISTJ,ESFP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9677,rai_item_agreement_gap,-0.7419,True,ISTJ,ISTJ
ESFP,ISTJ,ESFP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6606,0.7932,0.1326,scs_predicted_agreement_with_matched_b_control,0.1,mean_rai_margin_a_minus_target,0.0297,,,
ESFP,ISTJ,ESFP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7307,0.7541,0.0234,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0873,,,
ESFP,ISTJ,ESFP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.4743,rai_lexical_gap,-0.0478,,,
ESFP,ISTJ,ESFP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.497,rai_lexical_gap,-0.0544,,,
ESFP,INTP,ESFP_to_INTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.4624,rai_item_agreement_gap,0.4194,False,ENFP,INTP
ESFP,INTP,ESFP_to_INTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.4624,False,INTJ,INTP
ESFP,INTP,ESFP_to_INTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7008,0.7412,0.0404,scs_predicted_agreement_with_matched_b_control,0.0333,mean_rai_margin_a_minus_target,-0.0299,,,
ESFP,INTP,ESFP_to_INTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7092,0.7356,0.0264,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0591,,,
ESFP,INTP,ESFP_to_INTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6333,0.0333,scs_lexical_similarity_to_matched_b_control,0.5362,rai_lexical_gap,-0.0771,,,
ESFP,INTP,ESFP_to_INTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.4853,rai_lexical_gap,-0.054,,,
ESFP,INFP,ESFP_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.7419,rai_item_agreement_gap,0.1183,False,ENFP,INFP
ESFP,INFP,ESFP_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.2688,True,INFP,INFP
ESFP,INFP,ESFP_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7083,0.743,0.0347,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.003,,,
ESFP,INFP,ESFP_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6773,0.7241,0.0468,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0422,,,
ESFP,INFP,ESFP_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.5667,0.6667,0.1,scs_lexical_similarity_to_matched_b_control,0.5077,rai_lexical_gap,-0.085,,,
ESFP,INFP,ESFP_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.5254,rai_lexical_gap,-0.0793,,,
ESFP,ESFJ,ESFP_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.7204,rai_item_agreement_gap,0.129,False,ENFP,ESFJ
ESFP,ESFJ,ESFP_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.2473,True,ESFJ,ESFJ
ESFP,ESFJ,ESFP_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6762,0.7263,0.0501,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.0302,,,
ESFP,ESFJ,ESFP_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.695,0.701,0.006,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0323,,,
ESFP,ESFJ,ESFP_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.5667,0.0666,scs_lexical_similarity_to_matched_b_control,0.5197,rai_lexical_gap,-0.0831,,,
ESFP,ESFJ,ESFP_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.5106,rai_lexical_gap,-0.103,,,
ESFP,ESTJ,ESFP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.5484,rai_item_agreement_gap,0.2258,False,ESXP,ESTJ
ESFP,ESTJ,ESFP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9785,rai_item_agreement_gap,-0.5914,True,ESTJ,ESTJ
ESFP,ESTJ,ESFP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6671,0.7676,0.1005,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.0323,,,
ESFP,ESTJ,ESFP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7386,0.7417,0.0031,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0764,,,
ESFP,ESTJ,ESFP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.5017,rai_lexical_gap,-0.0634,,,
ESFP,ESTJ,ESFP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4857,rai_lexical_gap,-0.0413,,,
INFJ,INTJ,INFJ_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.2151,True,INTJ,INTJ
INFJ,INTJ,INFJ_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.3333,True,INTJ,INTJ
INFJ,INTJ,INFJ_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7631,0.7631,0.0,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0534,,,
INFJ,INTJ,INFJ_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7381,0.7487,0.0106,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0656,,,
INFJ,INTJ,INFJ_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5087,rai_lexical_gap,-0.0084,,,
INFJ,INTJ,INFJ_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.5064,rai_lexical_gap,-0.007,,,
INFJ,ESFP,INFJ_to_ESFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.3011,False,ENFP,ESFP
INFJ,ESFP,INFJ_to_ESFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.4086,False,ENFP,ESFP
INFJ,ESFP,INFJ_to_ESFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6667,0.663,0.0037,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0413,,,
INFJ,ESFP,INFJ_to_ESFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6356,0.6405,0.0049,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0683,,,
INFJ,ESFP,INFJ_to_ESFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.4882,rai_lexical_gap,0.0215,,,
INFJ,ESFP,INFJ_to_ESFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.4762,rai_lexical_gap,-0.0636,,,
INFJ,ENFJ,INFJ_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.2366,True,ENFJ,ENFJ
INFJ,ENFJ,INFJ_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.2796,True,ENFJ,ENFJ
INFJ,ENFJ,INFJ_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7721,0.771,0.0011,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0325,,,
INFJ,ENFJ,INFJ_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7539,0.7657,0.0118,scs_predicted_agreement_with_matched_b_control,0.5,mean_rai_margin_a_minus_target,-0.0395,,,
INFJ,ENFJ,INFJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.55,rai_lexical_gap,-0.0856,,,
INFJ,ENFJ,INFJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.6333,0.0667,scs_lexical_similarity_to_matched_b_control,0.501,rai_lexical_gap,-0.0363,,,
INFJ,ISFJ,INFJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.2258,True,ISFJ,ISFJ
INFJ,ISFJ,INFJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.2903,True,ISFJ,ISFJ
INFJ,ISFJ,INFJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7793,0.7683,0.011,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0467,,,
INFJ,ISFJ,INFJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7618,0.7472,0.0146,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0449,,,
INFJ,ISFJ,INFJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.5667,0.5667,0.0,scs_lexical_similarity_to_matched_b_control,0.5744,rai_lexical_gap,-0.1166,,,
INFJ,ISFJ,INFJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.5179,rai_lexical_gap,-0.0595,,,
INFJ,ENTJ,INFJ_to_ENTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.3763,True,ENTJ,ENTJ
INFJ,ENTJ,INFJ_to_ENTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.4516,True,ENTJ,ENTJ
INFJ,ENTJ,INFJ_to_ENTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7147,0.7413,0.0266,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0341,,,
INFJ,ENTJ,INFJ_to_ENTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6972,0.6829,0.0143,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0612,,,
INFJ,ENTJ,INFJ_to_ENTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6,0.0,scs_lexical_similarity_to_matched_b_control,0.5349,rai_lexical_gap,-0.0467,,,
INFJ,ENTJ,INFJ_to_ENTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7333,0.1,scs_lexical_similarity_to_matched_b_control,0.5377,rai_lexical_gap,-0.0461,,,
INFJ,ENTP,INFJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.3011,True,ENTP,ENTP
INFJ,ENTP,INFJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.5054,True,ENTP,ENTP
INFJ,ENTP,INFJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7141,0.7165,0.0024,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0618,,,
INFJ,ENTP,INFJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7062,0.7022,0.004,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0692,,,
INFJ,ENTP,INFJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.4767,rai_lexical_gap,0.0208,,,
INFJ,ENTP,INFJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.4859,rai_lexical_gap,-0.0444,,,
INFJ,ESTP,INFJ_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.8065,rai_item_agreement_gap,-0.3333,False,ENTP,ESTP
INFJ,ESTP,INFJ_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.6022,True,ESTP,ESTP
INFJ,ESTP,INFJ_to_ESTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6757,0.6872,0.0115,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0619,,,
INFJ,ESTP,INFJ_to_ESTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6682,0.6395,0.0287,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0512,,,
